sample_index,face_index,u,v,x,y,z
281,59,73.80493672679853,-124.52373566610963,-33.81658502982667,201.09206610937912,-93.73838033572021
282,28,-79.93170103755223,119.97048691338237,28.75553254336262,110.62319528479291,95.27363404414187
283,60,80.51980517471279,-116.22476790678779,-26.372179739974968,102.55852443240495,-95.99661631703162
284,37,-140.47521096593323,-4.210429614088104,-64.19142025774119,258.04747535564513,76.06089268316663
285,14,94.10376281138151,107.5073368460916,99.45141082151994,29.741507082689434,-5.56992350723716
286,20,27.768346309692287,141.2117957346477,87.83786397514294,110.74017014957228,46.780957693375214
287,61,103.7187752496822,-102.76543498574715,-8.598818800404857,240.08308386291168,-99.15309089335182
288,10,126.83829390404534,65.81869835997242,92.13900899583157,161.33662072737613,-38.73408550011828
289,24,-35.87715053601529,139.56068861183263,58.44613241857114,117.8834722964847,80.77592674367526
290,29,-94.26959797145787,108.97724134129217,16.212495641263914,118.22273922306653,98.40320972929052
291,51,-25.814547342910224,-140.83471164700157,-87.02501514738097,181.30411512366757,-48.30169010253074
292,49,-66.26088680423634,-125.39217052363976,-97.12217808290578,57.18048010118401,-22.66170039535735
293,61,105.20527652746932,-103.48750127598197,-8.166139374186809,293.7889592702659,-99.19570606583413
294,48,-83.86312338521597,-114.94027240549269,-99.26306145825129,97.44370968007979,-7.482268094401407
295,59,67.26819259486889,-124.32822397873794,-36.81105167045299,95.21471050988396,-92.83001868030128
296,26,-49.60239689533459,137.81848571763751,51.910346851592905,41.315376164339824,85.09614693190096
297,39,-140.32079128012717,-28.561656798756353,-77.3727046819983,166.60178769832672,62.59297209650947
298,50,-52.59902367681888,-131.8223645603389,-94.38830127714519,97.82205761997957,-31.67408312375049
299,38,-145.9961258237957,13.23377996959559,-58.13446442411605,8.913156808638652,81.03170595797454
300,53,-13.139456010069647,-143.3298271155264,-83.09822504070779,214.31745240738772,-55.61640266611481
301,28,-88.64169189996066,109.08227561728027,19.57038363890285,223.610422105063,98.059918903999
